category,brand,price,description,title
notebook journal,Taja,$6.99,"About this itemSturdy Construction: Our Lined Spiral Journal Notebook is built to last with a sturdy metal twin-wire binding and a tough hardcover. The water-resistant cover shields your notes from damage, while the double-wire design allows for easy folding and flat laying.High-Quality Paper: Crafted from 100 GSM thick, ink-friendly paper, our notebook prevents ink bleed-through and ghosting. It accommodates various pens, including ballpoint, gel, and fountain pens. Each page features a day header for effortless date tracking.Organized and Functional Design: With 140 lined pages and a 6-page blank table of contents, our notebook offers ample space for note-taking and easy referencing. An inner pocket keeps miscellaneous items secure, and an elastic closure band ensures the notebook stays closed when not in use.Versatile Usage: Suitable for office, school, and home environments, our notebook is perfect for journaling, note-taking, drawing, goal setting, Bible, and planning. It's a thoughtful present for friends, family, classmates, and colleagues.Medium-Sized Portability: Measuring 5.7 inches x 7.9 inches, our medium notebook strikes the perfect balance between portability and functionality. Its sturdy construction and aesthetic design make it an ideal companion for all your writing endeavors.›See more product details","Taja Lined Spiral Notebook for Work, 5.7""x7.9"" Spiral Journal College Ruled"
notebook journal,PAPERAGE,$9.99,"About this itemBEST-SELLING HARDCOVER JOURNAL: This classic 5.6"" x 8"" vegan leather journal features a durable and water-resistant cover, 160 college ruled lined pages, inner expandable pocket, sticker labels, ribbon bookmark & elastic closure band.PREMIUM PAPER: Made with high-quality, 100 gsm acid-free paper in light ivory color, our journal paper is thicker than average notebooks & note pads, so you can confidently use most pens, pencils, and markers without ghosting and bleed-through.LAY FLAT DESIGN FOR WRITING EASE: Our thread-bound, college ruled notebook is designed to lay flat, making it easier to write for both right and left-handed users. It’s the perfect notebook for journaling, note taking and planning.INNER POCKET: Includes an expandable inner storage pocket to store appointment cards, notes, receipts, and more. Personalize your journal cover & spine with the sheet of sticker labels included.VERSATILE LINED NOTEBOOK: Ideal for journaling, note-taking, planning, or creative writing. Whether you're making a to-do list, capturing ideas, or writing notes, this journal makes a perfect notebook for school, work, or home office.VIBRANT & BOLD COLORS: Our journals are designed in a variety of beautiful & fun colors in a selection of four page styles — Lined (note-taking, journaling), Blank (sketching), Dotted (bullet journaling), and Grid (graphing).›See more product details","PAPERAGE Lined Journal Notebook, Hardcover Journal for Women & Men, 160 Pages, (5.6 in x 8 in), College Ruled Journaling Notebook for Work, School Supplies & Note Taking, (Black)"
notebook journal,Five Star,$6.97 with 42 percent savings,About this itemJot down your notes with this Five Star Wire-Bound Notebook. Perforated pages let you take notes and then tear them out as needed so you can turn in assignments or organize pages as needed.Sheets are resistant to ink bleed for lasting legibility.Sheets are perforated for easy removal.Four 2-pocket dividers keep subjects organized.Tough pockets help prevent tears and hold loose sheets and handouts.›See more product details,"Five Star Spiral Notebook + Study App, 5 Subject, College Ruled Paper, 8-1/2"" x 11"", 200 Sheets, Fights Ink Bleed, Water Resistant Cover, Black (72081)"
notebook journal,Mead,$6.98 with 67 percent savings,"About this itemComposition book contains 100 double-sided sheets; A classic favorite for journaling and lab notesWide ruling gives you plenty of writing space for notetakingSewn binding is smooth, helps keep pages securely in place and lays flat when openInside covers feature a class schedule, multiplication tables, conversion tables and grammar rulesPages measure 7.5"" x 9.75""; Black Marble Soft Cover; 3 Pack›See more product details","Mead Composition Notebook, Wide Ruled Paper, 7.5"" x 9.75"", 100 Sheets, Black Marble, 3 Pack (38301)"
notebook journal,Five Star,$12.99,"About this itemLASTS ALL YEAR. GUARANTEED! Guarantee is valid for one year from purchase or delivery date, whichever is longer. Does not cover misuse.Scan, study and organize your notes with the Five Star Study App. Create instant flashcards and sync your notes to Google Drive to access them anywhere from any device.This 1 subject notebook has 100 double-sided, college ruled sheets that fight ink bleed and are perforated for easy tear out. Sheets measure 8-1/2"" x 11"" when torn out.Tough pockets help prevent tears and hold 8-1/2"" x 11"" loose sheets. Durable plastic front cover is water-resistant to help protect your notes and our Spiral Lock wire helps prevent snags on clothes and backpacks.Made with SFI certified paper. Notebook is recyclable – just remove the reinforcement tape on the pocket and recycle the rest! 4 pack available in Amethyst Purple, Raspberry Pink, White and Seaglass Green.›See more product details","Five Star Spiral Notebook + Study App, 100 Sheets, 1 Subject, College Ruled Paper, Fights Ink Bleed, Water Resistant Cover, 820337-ECM, Purple, Pink, White & Green, 8-1/2"" x 11"", 4 Pack"
notebook journal,Mead,null,"About this item1 subject notebook comes with 70 college ruled, double-sided sheets. College ruling is ideal for older students who prefer more lines per page.Sheets measure 7-1/2"" x 10-1/2"" when torn out with an overall size of 8"" x 10-1/2"". Perforation easily tears out with clean edges.Notebook is 3-hole punched to store in your favorite binder. Covers are coated for durability and have writable label on front cover.Includes 6 notebooks in randomly selected colors: Red, Blue, Green, Yellow, Purple or Black. Colors will vary with each purchase.Assembled in U.S.A. with U.S. and foreign parts›See more product details","Mead Spiral Notebook, 1 Subject, College Ruled Paper, 7-1/2"" x 10-1/2"", 70 Sheets per Notebook, Colors Will Vary, 6 Pack (73065)"
notebook journal,RILIHO,$14.99 with 21 percent savings,"About this itemGenuine Leather Design: The leather is soft, smooth, and durable, hand-stitched, making it unique and beautiful overall.Handmade Customized: Each journal is crafted by artisans who have been working with leather for decades, ensuring that the notebook is firm and not easily scattered.Vintage Kraft Paper: The notebook's inner paper adopts a vintage-style kraft paper, complementing the notebook cover. With a thickness of 260 inner pages, it provides a moderate thickness, and the writing experience is smooth without easy printing or dyeing.Giftable and Multi-purpose: Perfect as Mother's and fathers Day gifts, back to school supplies, these leather journals come in gift box packaging and can be used as a hand account book, travel diary, family record book, appointment planner, daily journal, painting book, sketchbook, work record book.Warranty: One-year warranty. In case you are not happy with the product, kindly let us know, and we will work on resolving the issue immediately.›See more product details","RILIHO Leather Journal Notebook - Genuine Leather Journals for Writing 260 Pages 5x7.1 Inches Vintage Journal For Man and Women Gifts For Man Artist,Travel Journal,Brown"
notebook journal,FOCUS DAY,$14.98,"About this itemHardcover Notebook Journal - 2 Pack A5 lined journaling notebooks, medium 5.7""x8.4"", easy to carry. Each note book has 160 pages, 2 books have 320 pages in total, 7.5mm space classic college ruled notebook, double-line binding will not crack. The notebook journal comes with a pen loop, ribbon bookmark, inner pocket, and elastic band. Each leather journal comes with 1 multi-color index label sticker.Leather Journal Notebook - The premium leather cover gives the notebook a more comfortable touch, the elastic band can keep the journal closed and protect the paper inside, and the 180° lay-flat design makes writing easier for both right- and left-handed users.High-Quality Thick Paper - The daily journal uses 100GSM lined paper, which is thicker than ordinary notebooks & writing pads, suitable for most pens, and will not bleed. Ivory white paper, not glaring, comfortable to write on, providing you with a pleasant writing experience.Application & Gift - The notebook journal for men & women work in the school office. it can be used as reading journal, life plan, travel journal, workout journal, daily journal, notepad, cahier de note. It can be given as a birthday or holiday gift to travelers, writers, artists, teachers, or students. It makes a great office gift.Quality Assurance and Service - We always adhere to the principle of quality first and provide you with the highest quality products and services. If there are any quality issues with the note book you receive, we will provide a full refund or replacement. We are at your service 7*24 hours.›See more product details","Lined Journal Notebook, A5 (5.7'' x 8.4""), 2 Pack Journaling Notebooks for Women Men Writing Work, Leather Hardcover, 160 Pages per Note Book, 100GSM Thick Paper, School Office Supplies, Black & Brown"
notebook journal,CAGIE,$8.49 with 15 percent savings,"About this item320 Pages Paper - Journaling notebooks with 320 pages provides you with enough writing space. A5 notebook journal with 100gsm paper, thicker than normal paper, will not cause bleeding, ghosting or smudging and is suitable for most types of pens.Waterproof Hard Cover - Leather journal have a comfortable touch. Durable and waterproof hardcover journal notebook protects the inside of the pages better than a soft cover and provides a comfortable writing surface.Notebook with Pockets - Journal for women comes with a paper pocket and gold trimmed fabric to make the pockets more durable. Journals for writing have colorful ribbon and elastic band and a pen insert on the right side of the journal.College Ruled Journal - Lined journal is a college ruled notebook on 100 GSM paper, and the writing journal is designed to lay flat with colored tabs. There is a DATE bar at the top of each page. Helps you remember those important dates and find the page.Cagie Brand Support- You can purchase our products with full confidence! if you don't love the journal notebook due to any quality issues, simply contact us directly within 1 year and we will send you a hassle-free replacement journal for men women or full refund.›See more product details",CAGIE Journal Notebook for Women Men Leather Journaling Notebooks Diary A5
notebook journal,null,$19.99 with 20 percent savings,null,"""Moleskine Classic Notebook, Soft Cover, Large (5"""" x 825"""") Ruled/Lined, Black, 192 pages"" (S07162)"
notebook journal,TIEFOSSI,$16.83 with 6 percent savings,"About this itemAesthetic Journal: The cover adopts high-grade hot stamping embossing technology, with delicate texture, three-dimensional touch, and retro color background, showing low-key luxury beauty, suitable for daily use or as a beautiful gift to others. The hot stamping details on the side enhance the overall exquisiteness, echoing the hot stamping elements on the cover, highlighting the quality of the details and showing unique taste.7mm College Rule: The interior pages are designed with 7mm college spacing and are moderately spaced to clearly align the text while leaving plenty of room for handwriting fonts, making them suitable for both English and Chinese writing, handwritten collages, or inspirational shorthand.100gsm 316 Numbered Pages: Selected 100gsm high-density paper, thick, wear-resistant and highly resistant to penetration, no ink absorption trouble on the back, long-term preservation of clear handwriting. A total of 316 pages of paper, enough for you to use for a year.Multi-use: This journal comes with 2 bookmark ribbons, a back pocket, and a bonus beautiful sun and moon themed bookmark, making it perfect for journaling, note-taking, planning, and creative writing. Whether you are a student, professional, or artist, this journal will meet your daily needs and provide a reliable and beautiful space for all your writing work.Perfect Gift Choice: Size:8.3×5.8 in (14.7×20.7 cm). The elegant design and practical features make this journal an excellent gift for any occasion. Whether for birthdays, holidays, or special celebrations, it’s a thoughtful and stylish present that will be appreciated by anyone who loves to write.›See more product details","TIEFOSSI Line Journal Notebook for Women Men, 316 Pages,8.3x5.8 IN"
